SubsetIndex,#FeaturesInSubset,R2_Train,RMSE_Train,MAE_Train,MAPE_Train,R2_Val,RMSE_Val,MAE_Val,MAPE_val,FeaturesSubsetList,parameters
87555,4,0.999999561,0.000757085,0.000418274,0.01393073,0.940371762,0.311649983,0.230658017,7.40906773,"Temperature[K],FPSA3_1,getawayHATSIP2_3,rho_1",linear_exponential
95839,4,0.999999386,0.000894799,0.000555812,0.017360048,0.929834922,0.338066101,0.236382667,8.593850488,"Temperature[K],MoRSEu23_7,getawayHATSIP2_3,rho_1",pureQuadratic_exponential
100450,4,0.997620266,0.055710725,0.038055021,1.263478857,0.925492181,0.34837104,0.239140647,8.473535527,"Temperature[K],getawayHATSIP2_3,rho_1,rho_2",constant_exponential
100413,4,0.999999633,0.000691977,0.000395259,0.014036943,0.920691736,0.359418429,0.246603768,8.255753531,"Temperature[K],getawayHATSIP2_3,getawayHV1_2,rho_1",constant_ardexponential
100428,4,0.999999698,0.000627253,0.000391414,0.012840669,0.91926781,0.362630632,0.24927898,9.881249203,"Temperature[K],getawayHATSIP2_3,getawayHV4_2,rho_1",pureQuadratic_exponential
95566,4,0.99731953,0.059126216,0.036514814,1.160192664,0.919127884,0.362944755,0.245697959,8.810126291,"Temperature[K],MoRSEu23_7,MolWt,rho_1",pureQuadratic_exponential
100394,4,0.999348041,0.029159818,0.016121552,0.487240899,0.917506215,0.366565624,0.254941062,8.711337107,"Temperature[K],getawayHATSIP2_3,getawayHATSm8_1,rho_1",pureQuadratic_exponential
100446,4,0.99999958,0.000739833,0.00040011,0.013597293,0.916500264,0.368793852,0.264275766,8.53791212,"Temperature[K],getawayHATSIP2_3,k3_2,rho_1",pureQuadratic_exponential
100358,4,0.999999565,0.000753115,0.000385192,0.013638962,0.915892192,0.370134254,0.234869958,7.192655776,"Temperature[K],getawayHATSIP2_3,getawayHATSIP4_3,rho_1",constant_exponential
100239,4,0.99999962,0.000703534,0.00039255,0.013429361,0.915438908,0.371130299,0.257566765,8.455726988,"Temperature[K],getawayHATSEn6_2,getawayHATSIP2_3,rho_1",linear_exponential
95070,4,0.999999484,0.000820069,0.000436415,0.013217223,0.913390691,0.375598119,0.233246719,9.372400875,"Temperature[K],MoRSEm7_7,MolWt,rho_1",pureQuadratic_exponential
100443,4,0.999999527,0.000785779,0.000444644,0.014572069,0.913276155,0.375846389,0.252978862,7.793215403,"Temperature[K],getawayHATSIP2_3,getawayRmaxP7_2,rho_1",none_exponential
92363,4,0.999999701,0.000624806,0.000385799,0.013608872,0.912578021,0.377356154,0.263160527,8.94855004,"Temperature[K],MATSm11_1,getawayHATSIP2_3,rho_1",constant_exponential
100371,4,0.999999029,0.001125174,0.000496166,0.016059877,0.912033598,0.37852933,0.249292459,7.875132096,"Temperature[K],getawayHATSIP2_3,getawayHATSV8_2,rho_1",constant_exponential
41024,4,0.999999694,0.000631243,0.000361745,0.012016068,0.911891047,0.378835913,0.257527807,9.556113718,"ATSm6_2,Temperature[K],getawayHATSIP2_3,rho_1",none_exponential
93029,4,0.999995832,0.002331621,0.001029608,0.031878739,0.91118504,0.380350667,0.2565792,8.865341045,"Temperature[K],MATSm16_6,getawayHATSIP2_3,rho_1",none_exponential
100383,4,0.992115285,0.101406927,0.065467063,2.023106652,0.911016522,0.380711337,0.248177645,9.577770365,"Temperature[K],getawayHATSIP2_3,getawayHATSc13_3,rho_1",pureQuadratic_exponential
99983,4,0.998359475,0.04625579,0.028612941,0.891373177,0.910907924,0.380943582,0.242468228,8.002838449,"Temperature[K],fr_Al_COO,getawayHATSIP2_3,rho_1",none_exponential
100404,4,0.999999634,0.000690942,0.000369576,0.012918044,0.910779027,0.381219054,0.272687749,9.069384517,"Temperature[K],getawayHATSIP2_3,getawayHTc_1,rho_1",none_exponential
100119,4,0.995344216,0.07792396,0.049382914,1.531237545,0.910047092,0.382779548,0.254028176,9.934587554,"Temperature[K],fr_bicyclic,getawayHATSIP2_3,rho_1",pureQuadratic_exponential
97874,4,0.999999481,0.000822758,0.000473877,0.015601624,0.909637148,0.38365078,0.256406418,8.009314063,"Temperature[K],PBFscore_1,getawayHATSIP2_3,rho_1",constant_exponential
100439,4,0.999999577,0.000743004,0.000445268,0.014736874,0.908894696,0.385223659,0.249834531,7.716077579,"Temperature[K],getawayHATSIP2_3,getawayREn1_7,rho_1",pureQuadratic_exponential
96739,4,0.999017956,0.035788219,0.021975008,0.700253241,0.908849523,0.38531915,0.246369033,8.523147106,"Temperature[K],MoRSEu4_7,getawayHATSIP2_3,rho_1",pureQuadratic_exponential
5304,4,0.999999669,0.000657113,0.000425631,0.01431785,0.907537097,0.388083235,0.246409116,8.514682984,"ATSc11_3,Temperature[K],getawayHATSIP2_3,rho_1",constant_exponential
93659,4,0.992058926,0.101768702,0.064680655,2.236056264,0.907410398,0.388349034,0.249137247,8.769270694,"Temperature[K],MoRSEV27_3,getawayHATSIP2_3,rho_1",pureQuadratic_rationalquadratic
97523,4,0.99861802,0.042454667,0.024785913,0.797307141,0.90669032,0.389856222,0.249197644,8.229541877,"Temperature[K],MolWt,getawayHATSIP2_3,rho_1",pureQuadratic_exponential
72419,4,0.997006289,0.062485546,0.038753713,1.252309258,0.906574127,0.390098879,0.267645746,10.33472172,"EState_VSA6,Temperature[K],getawayHATSIP2_3,rho_1",pureQuadratic_exponential
56384,4,0.999999681,0.000644715,0.000385982,0.012786945,0.906243807,0.390787895,0.244029083,7.642528229,"BertzCT,Temperature[K],FPSA3_1,getawayHATSIP2_3",pureQuadratic_exponential
98499,4,0.999999645,0.000680196,0.000421189,0.01439187,0.905842085,0.391624215,0.241217956,8.386576208,"Temperature[K],PNSA3_1,getawayHATSIP2_3,rho_1",none_exponential
99469,4,0.999999096,0.00108555,0.00045527,0.014543006,0.904867048,0.393646692,0.249419299,8.405793824,"Temperature[K],VSA_EState8,getawayHATSIP2_3,rho_1",linear_exponential
89319,4,0.972641888,0.188893791,0.130184396,4.09713763,0.904681654,0.394030073,0.250619495,8.279100564,"Temperature[K],MATSEA1_2,getawayHATSIP2_3,rho_1",pureQuadratic_rationalquadratic
5031,4,0.999999714,0.000610544,0.00035435,0.011038277,0.903906978,0.395628023,0.250151003,9.708501061,"ATSc11_3,Temperature[K],MolWt,rho_1",constant_exponential
95567,4,0.936829261,0.287033506,0.20970771,6.51830812,0.9032844,0.396907573,0.285929159,10.85435803,"Temperature[K],MoRSEu23_7,MolWt,rho_2",linear_matern32
87282,4,0.999999595,0.000727133,0.000367423,0.011890876,0.90090418,0.401761936,0.251481023,10.42329006,"Temperature[K],FPSA3_1,MolWt,rho_1",constant_exponential
2380,4,0.999976661,0.005517117,0.003254528,0.10410605,0.898627452,0.406350972,0.261837269,8.551040011,"ATSc11_3,BertzCT,Temperature[K],getawayHATSIP2_3",constant_exponential
99830,4,0.99999968,0.000645768,0.000360679,0.011914937,0.898622151,0.406361596,0.269050299,9.715787178,"Temperature[K],c_3,getawayHATSIP2_3,rho_1",none_exponential
100434,4,0.99258547,0.098336879,0.063216281,2.000605701,0.897731118,0.408143491,0.254872505,8.769524076,"Temperature[K],getawayHATSIP2_3,getawayHm7_3,rho_1",pureQuadratic_exponential
90139,4,0.999999758,0.000562083,0.000355146,0.012333121,0.895404906,0.412759214,0.270722531,9.432565058,"Temperature[K],MATSP11_6,getawayHATSIP2_3,rho_1",linear_exponential
56834,4,0.995596413,0.075784071,0.051432017,1.617091065,0.895202904,0.413157598,0.282935376,8.742882573,"BertzCT,Temperature[K],MoRSEu23_7,getawayHATSIP2_3",linear_exponential
93386,4,0.999201097,0.032279112,0.019246134,0.624139792,0.895015291,0.413527261,0.271689123,11.25070069,"Temperature[K],MoRSEV27_3,MolWt,rho_1",pureQuadratic_exponential
91660,4,0.994353157,0.08581782,0.054055102,1.686086573,0.893896162,0.415725504,0.261240839,8.936202585,"Temperature[K],MATSc25_1,getawayHATSIP2_3,rho_1",linear_exponential
57030,4,0.999999422,0.000868268,0.00044763,0.015139281,0.893769715,0.415973146,0.257202009,8.998916347,"BertzCT,Temperature[K],PNSA3_1,getawayHATSIP2_3",none_exponential
100421,4,0.999999588,0.000732616,0.000429562,0.014561703,0.893214265,0.417059235,0.248464195,9.127542168,"Temperature[K],getawayHATSIP2_3,getawayHV3_3,rho_1",constant_exponential
87137,4,0.973324872,0.186521058,0.125130654,4.152795323,0.893172371,0.417141036,0.286731755,10.45645491,"Temperature[K],FPSA3_1,MoRSEu23_7,MolWt",pureQuadratic_rationalquadratic
93241,4,0.928179339,0.306054886,0.214585708,6.505239382,0.892065562,0.419296404,0.308507962,10.86478263,"Temperature[K],MoRSEV27_3,MoRSEu23_7,MolWt",none_matern32
87278,4,0.999943097,0.008614761,0.004699767,0.146174552,0.891813041,0.419786605,0.296836565,10.52292085,"Temperature[K],FPSA3_1,MolWt,getawayREn1_7",pureQuadratic_exponential
94254,4,0.999999698,0.00062789,0.000395627,0.013783458,0.891363394,0.42065806,0.269063002,10.52419779,"Temperature[K],MoRSEc2_2,getawayHATSIP2_3,rho_1",none_exponential
99028,4,0.995981992,0.072390244,0.042598927,1.340953222,0.891290007,0.420800119,0.254127332,7.782302402,"Temperature[K],RDFc17_4,getawayHATSIP2_3,rho_1",pureQuadratic_exponential
87551,4,0.999999676,0.000649758,0.00038119,0.012271321,0.88859498,0.425984211,0.30599091,9.282636351,"Temperature[K],FPSA3_1,getawayHATSIP2_3,getawayREn1_7",none_exponential
56952,4,0.997391982,0.05832166,0.032352519,1.054694925,0.88758143,0.4279176,0.277367752,9.568835715,"BertzCT,Temperature[K],MolWt,getawayHATSIP2_3",linear_rationalquadratic
95343,4,0.999996346,0.002182963,0.001340121,0.043630591,0.887165392,0.428708685,0.2709114,9.01239064,"Temperature[K],MoRSEm7_7,getawayHATSIP2_3,rho_1",constant_exponential
100440,4,0.933513786,0.294469569,0.219262971,7.744378986,0.886618389,0.429746583,0.302270155,9.18201286,"Temperature[K],getawayHATSIP2_3,getawayREn1_7,rho_2",pureQuadratic_squaredexponential
100448,4,0.999999641,0.000684166,0.000403222,0.013534042,0.886371548,0.430214125,0.27131661,8.0634923,"Temperature[K],getawayHATSIP2_3,k_1,rho_1",linear_exponential
97629,4,0.989408914,0.117528951,0.079998751,2.552103343,0.885938159,0.431033783,0.27373164,11.11359254,"Temperature[K],MolWt,rho_1,rho_2",constant_exponential
56967,4,0.937084145,0.286453854,0.200634439,6.206742611,0.88583151,0.431235246,0.293190123,11.78248231,"BertzCT,Temperature[K],MolWt,rho_2",linear_matern32
100414,4,0.895880902,0.368501971,0.279432949,9.62694311,0.885425525,0.432001305,0.3238327,10.85409702,"Temperature[K],getawayHATSIP2_3,getawayHV1_2,rho_2",constant_squaredexponential
98775,4,0.999999241,0.000994656,0.000429837,0.013816883,0.882402553,0.437663237,0.268747133,8.322479903,"Temperature[K],RDFc14_6,getawayHATSIP2_3,rho_1",none_exponential
56700,4,0.994849047,0.081963111,0.052250146,1.686131022,0.882038948,0.438339329,0.300260033,10.3751495,"BertzCT,Temperature[K],MoRSEV27_3,getawayHATSIP2_3",none_exponential
97419,4,0.94053456,0.278488289,0.205161815,6.352236722,0.881699108,0.438970293,0.288572487,11.10839667,"Temperature[K],MolWt,VSA_EState8,rho_2",linear_matern52
5032,4,0.928354949,0.305680487,0.223647192,6.978694942,0.881154221,0.439980067,0.306463448,12.13503231,"ATSc11_3,Temperature[K],MolWt,rho_2",constant_matern32
97875,4,0.911561612,0.339621383,0.249064542,8.53523794,0.879615224,0.442819671,0.330825452,10.52922826,"Temperature[K],PBFscore_1,getawayHATSIP2_3,rho_2",pureQuadratic_matern52
87556,4,0.977964109,0.169527408,0.118653983,3.786270281,0.878201219,0.445412695,0.328037858,10.8566509,"Temperature[K],FPSA3_1,getawayHATSIP2_3,rho_2",none_exponential
5305,4,0.898084937,0.364580812,0.273658697,9.083980306,0.877526934,0.446643909,0.323888753,12.18663031,"ATSc11_3,Temperature[K],getawayHATSIP2_3,rho_2",none_rationalquadratic
98199,4,0.978250748,0.168421209,0.111109133,3.559394107,0.877172715,0.447289339,0.272839521,8.994513828,"Temperature[K],PEOE_VSA5,getawayHATSIP2_3,rho_1",linear_rationalquadratic
97518,4,0.972481452,0.189446846,0.128106939,4.161931079,0.87621944,0.449021714,0.31477055,10.3155227,"Temperature[K],MolWt,getawayHATSIP2_3,getawayHm7_3",linear_rationalquadratic
100436,4,0.999319513,0.029790953,0.017489355,0.558897532,0.876137461,0.449170381,0.320345736,9.680494111,"Temperature[K],getawayHATSIP2_3,getawayREn1_7,getawayRmaxP7_2",none_exponential
95832,4,0.926414839,0.309791673,0.225605606,6.926664747,0.8760735,0.449286339,0.335340736,11.07044082,"Temperature[K],MoRSEu23_7,getawayHATSIP2_3,getawayHV3_3",none_matern32
100115,4,0.957602858,0.235148878,0.168348694,5.232803844,0.875959023,0.449493804,0.323912106,10.62500893,"Temperature[K],fr_bicyclic,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_matern32
56802,4,0.999999674,0.000652188,0.000397419,0.012154763,0.874964707,0.451291786,0.300664991,10.23829409,"BertzCT,Temperature[K],MoRSEm7_7,getawayHATSIP2_3",pureQuadratic_exponential
99470,4,0.935953917,0.289015347,0.210754826,6.544621164,0.874928952,0.451356307,0.328060047,11.93447102,"Temperature[K],VSA_EState8,getawayHATSIP2_3,rho_2",none_matern32
4854,4,0.986992045,0.13025042,0.083194668,2.623334684,0.874349511,0.452400642,0.31326482,11.68713774,"ATSc11_3,Temperature[K],MoRSEm7_7,MolWt",constant_exponential
100111,4,0.900717039,0.359842105,0.269776877,9.148455398,0.874197479,0.452674253,0.347184394,11.86120526,"Temperature[K],fr_bicyclic,getawayHATSIP2_3,getawayHV1_2",none_squaredexponential
97592,4,0.999999744,0.000577888,0.000312921,0.010265654,0.874186512,0.452693983,0.286278906,10.32802169,"Temperature[K],MolWt,getawayHV1_2,rho_1",pureQuadratic_exponential
97812,4,0.943398765,0.271698708,0.185936753,6.557863669,0.87402269,0.452988615,0.331879212,11.14544237,"Temperature[K],PBFscore_1,fr_Al_COO,getawayHATSIP2_3",none_exponential
56966,4,0.999999611,0.000712391,0.000378626,0.011344539,0.873433602,0.454046498,0.255633302,9.84070741,"BertzCT,Temperature[K],MolWt,rho_1",linear_exponential
97519,4,0.999364448,0.028790567,0.017848085,0.555359452,0.873179719,0.454501663,0.308567691,8.940111498,"Temperature[K],MolWt,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_exponential
57229,4,0.999779382,0.01696269,0.00970629,0.288380599,0.87250254,0.455713492,0.281845017,9.235625775,"BertzCT,Temperature[K],getawayHATSIP2_3,getawayHATSm8_1",linear_exponential
56589,4,0.985539025,0.137332525,0.090765844,2.780106268,0.872011276,0.456590609,0.311003507,9.641421671,"BertzCT,Temperature[K],MATSc25_1,getawayHATSIP2_3",pureQuadratic_exponential
93399,4,0.921600192,0.319765877,0.229442771,7.707550485,0.871815072,0.456940447,0.339954396,11.3461278,"Temperature[K],MoRSEV27_3,PBFscore_1,getawayHATSIP2_3",none_matern32
96032,4,0.919674722,0.323668725,0.232545112,7.116952916,0.871721793,0.457106672,0.312921302,12.69685341,"Temperature[K],MoRSEu29_1,MolWt,rho_2",linear_matern52
95556,4,0.939657978,0.280533381,0.19037357,5.616114903,0.871695461,0.457153586,0.31714702,10.37043163,"Temperature[K],MoRSEu23_7,MolWt,getawayHATSm8_1",none_matern32
93655,4,0.992321345,0.100073064,0.066587388,2.259316342,0.871228922,0.457983979,0.319429016,10.54843542,"Temperature[K],MoRSEV27_3,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_exponential
95835,4,0.997554401,0.056476436,0.038132756,1.199713241,0.871209228,0.458018999,0.33188253,11.48034295,"Temperature[K],MoRSEu23_7,getawayHATSIP2_3,getawayREn1_7",linear_exponential
99979,4,0.978754053,0.166461064,0.11587158,3.758007207,0.87108285,0.458243664,0.328150154,9.989708196,"Temperature[K],fr_Al_COO,getawayHATSIP2_3,getawayREn1_7",none_exponential
95840,4,0.897476588,0.365667315,0.274411717,8.92015961,0.870429462,0.45940345,0.341794024,11.15787713,"Temperature[K],MoRSEu23_7,getawayHATSIP2_3,rho_2",none_matern32
93372,4,0.990785857,0.109623103,0.071547818,2.658666431,0.870063254,0.460052203,0.321614563,11.19671063,"Temperature[K],MoRSEV27_3,MolWt,getawayHATSIP2_3",pureQuadratic_rationalquadratic
96740,4,0.891368031,0.376403319,0.280157586,9.07898835,0.869992885,0.460176759,0.340270216,11.73037254,"Temperature[K],MoRSEu4_7,getawayHATSIP2_3,rho_2",constant_matern32
91656,4,0.922847939,0.317211107,0.23536694,7.636236489,0.86955473,0.460951559,0.330627493,11.12371622,"Temperature[K],MATSc25_1,getawayHATSIP2_3,getawayREn1_7",none_squaredexponential
57234,4,0.989502752,0.117007135,0.073200511,2.360337983,0.86948416,0.461076228,0.326324553,11.13091215,"BertzCT,Temperature[K],getawayHATSIP2_3,getawayHm7_3",linear_rationalquadratic
97870,4,0.988935771,0.120125499,0.076353578,2.49769523,0.869117019,0.461724277,0.331581178,10.14691202,"Temperature[K],PBFscore_1,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_rationalquadratic
92359,4,0.999999744,0.000578227,0.000325641,0.01115155,0.869105923,0.461743849,0.340828025,11.02949711,"Temperature[K],MATSm11_1,getawayHATSIP2_3,getawayREn1_7",none_exponential
97863,4,0.955556597,0.240756638,0.16537731,5.137021351,0.869024462,0.461887507,0.342514632,11.77630983,"Temperature[K],PBFscore_1,getawayHATSIP2_3,getawayHATSc13_3",pureQuadratic_exponential
57235,4,0.999999569,0.00075003,0.000458414,0.015134528,0.868128389,0.463464823,0.277846552,8.693526531,"BertzCT,Temperature[K],getawayHATSIP2_3,getawayREn1_7",pureQuadratic_exponential
97618,4,0.999999592,0.000729047,0.00041242,0.012905644,0.867344482,0.464840308,0.290470232,10.72859881,"Temperature[K],MolWt,getawayREn1_7,rho_1",pureQuadratic_exponential
91541,4,0.902201659,0.357141536,0.267467768,8.39141784,0.86689881,0.465620496,0.336384774,12.21737682,"Temperature[K],MATSc25_1,VSA_EState8,getawayHATSIP2_3",none_squaredexponential
100379,4,0.975675691,0.178112695,0.12174247,3.763371796,0.866827363,0.465745449,0.330629479,10.93264224,"Temperature[K],getawayHATSIP2_3,getawayHATSc13_3,getawayREn1_7",pureQuadratic_exponential
91373,4,0.969956511,0.1979474,0.133466162,4.577915076,0.866478191,0.466355631,0.320873267,11.37483767,"Temperature[K],MATSc25_1,MolWt,getawayHATSIP2_3",pureQuadratic_rationalquadratic
100390,4,0.989306394,0.118096411,0.074751815,2.306570664,0.866270683,0.466717875,0.325895905,10.31137701,"Temperature[K],getawayHATSIP2_3,getawayHATSm8_1,getawayREn1_7",pureQuadratic_exponential
100235,4,0.993331432,0.093259036,0.055434752,1.718109817,0.865980679,0.467223661,0.347449656,10.42748798,"Temperature[K],getawayHATSEn6_2,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_rationalquadratic
93450,4,0.994574287,0.084120727,0.053853617,1.919795697,0.865946285,0.467283608,0.306292556,10.67615019,"Temperature[K],MoRSEV27_3,PNSA3_1,getawayHATSIP2_3",pureQuadratic_exponential
41020,4,0.999649682,0.021374998,0.01289545,0.413959561,0.865941121,0.467292609,0.325192111,10.05868296,"ATSm6_2,Temperature[K],getawayHATSIP2_3,getawayREn1_7",none_exponential
57239,4,0.999999435,0.000858182,0.000498891,0.016177188,0.865515613,0.468033624,0.270127868,9.202778009,"BertzCT,Temperature[K],getawayHATSIP2_3,rho_1",pureQuadratic_exponential
57228,4,0.977807276,0.170129617,0.111506119,3.583946725,0.86551132,0.468041094,0.3094109,9.631176929,"BertzCT,Temperature[K],getawayHATSIP2_3,getawayHATSc13_3",pureQuadratic_rationalquadratic
95831,4,0.898025736,0.364686685,0.277316728,8.816500798,0.864930962,0.469049875,0.354524555,12.31206748,"Temperature[K],MoRSEu23_7,getawayHATSIP2_3,getawayHV1_2",none_squaredexponential
72415,4,0.988220425,0.123947974,0.081589978,2.635667506,0.864875135,0.469146799,0.338384016,10.43353512,"EState_VSA6,Temperature[K],getawayHATSIP2_3,getawayREn1_7",pureQuadratic_exponential
56735,4,0.9999997,0.000625766,0.00037419,0.012733251,0.864373251,0.470017249,0.28030279,10.11961142,"BertzCT,Temperature[K],MoRSEc2_2,getawayHATSIP2_3",none_exponential
5017,4,0.999599726,0.022848255,0.01088439,0.357897479,0.864162368,0.470382516,0.325408254,10.44288555,"ATSc11_3,Temperature[K],MolWt,getawayHATSIP2_3",pureQuadratic_rationalquadratic
57231,4,0.999999759,0.000560135,0.000335301,0.010944751,0.863860972,0.470904069,0.314294413,10.71984358,"BertzCT,Temperature[K],getawayHATSIP2_3,getawayHV1_2",none_exponential
98195,4,0.982867232,0.149481821,0.101881919,3.321054532,0.86383322,0.470952065,0.334373616,10.34209898,"Temperature[K],PEOE_VSA5,getawayHATSIP2_3,getawayREn1_7",constant_exponential
90919,4,0.999985987,0.004274992,0.001944187,0.062200616,0.86381609,0.470981685,0.289352792,10.03900121,"Temperature[K],MATSP15_4,getawayHATSIP2_3,rho_1",constant_exponential
