smiles,group,sub_name
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_0
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_0
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_1
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_1
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_2
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_2
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_3
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_3
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_4
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_4
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_5
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_5
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_6
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_6
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_7
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_7
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_8
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_8
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_9
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_9
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_10
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_10
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_11
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_11
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_12
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_12
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_13
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_13
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_14
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_14
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_15
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_15
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_16
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_16
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_17
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_17
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_18
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_18
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_19
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_19
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_20
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_20
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_21
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_21
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_22
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_22
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_23
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_23
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_24
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_24
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_25
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_25
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_26
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_26
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_27
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_27
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_28
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_28
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_29
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_29
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_30
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_30
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_31
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_31
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_32
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_32
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_33
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_33
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_34
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_34
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_35
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_35
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_36
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_36
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_37
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_37
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_38
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_38
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_39
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_39
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_40
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_40
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_41
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_41
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_42
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_42
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_43
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_43
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_44
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_44
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_45
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_45
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_46
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_46
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_47
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_47
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_48
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_48
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_49
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_49
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_50
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_50
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_51
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_51
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_52
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_52
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_53
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_53
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_54
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_54
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_55
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_55
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_56
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_56
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_57
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_57
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_58
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_58
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_59
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_59
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_60
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_60
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_61
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_61
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_62
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_62
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_63
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_63
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_64
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_64
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_65
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_65
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_66
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_66
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_67
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_67
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_68
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_68
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_69
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_69
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_70
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_70
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_71
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_71
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_72
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_72
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_73
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_73
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,training,emerge_74
